narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
646,R1-P11,R1-P11_02,00:00:00.000,00:00:00.000,00:00:00.000,1570,2559,"4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.","4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.",17,"4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.",17,"['4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.']",[17]
647,R1-P11,R1-P11_02,00:00:00.000,00:00:00.000,00:00:00.000,2560,3422,"6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.","6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.",19,"6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.",19,"['6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.']",[19]
648,R1-P11,R1-P11_02,00:00:00.000,00:00:00.000,00:00:00.000,3423,7286,"5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.","5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.",18,"5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.",18,"['5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.']",[18]
649,R1-P11,R1-P11_02,00:00:00.000,00:00:00.000,00:00:00.000,7287,8014,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,20,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,20,['7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.'],[20]
650,R1-P11,R1-P11_02,00:00:00.000,00:00:00.000,00:00:00.000,8015,11595,8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.,8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.,21,8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.,21,['8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.'],[21]
651,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,0,82,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
652,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,83,239,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
653,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,240,1195,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
654,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,1196,1431,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
655,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,1432,2220,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
656,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,2221,2389,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
657,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,2390,2747,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
658,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,2748,3146,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
659,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,3147,3614,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
660,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,3615,3855,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
661,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,3856,3990,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
662,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,3991,4778,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
663,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,4779,5028,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
664,R0-P02,R0-P02_06,00:00:00.000,00:00:00.000,00:00:00.000,5029,5176,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
665,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,0,262,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
666,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,263,409,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
667,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,410,1664,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
668,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,1665,1984,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
669,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,1985,2835,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
670,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,2836,3031,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
671,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,3032,3339,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
672,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,3340,3779,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
673,R0-P02,R0-P02_02,00:00:00.000,00:00:00.000,00:00:00.000,3780,4242,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
